developer_id,ticket_id,completion_time,revisions,sentiment_score
80,9,17.1,3,1.0
80,10,31.2,2,1.0
80,11,21.5,2,0.8
80,12,6.8,0,1.0
80,13,12.6,7,0.8
80,14,11.1,4,0.8
80,15,28.1,1,1.0
81,1,30.3,0,1.0
81,2,9.1,2,1.0
81,3,28.2,3,0.77
81,4,20.2,7,0.97
81,5,29.8,3,0.97
81,6,15.9,1,1.0
82,1,34.7,6,1.0
82,2,25.8,2,0.84
82,3,24.2,5,0.94
82,4,9.8,4,1.0
82,5,39.3,0,0.74
82,6,19.8,3,0.94
82,7,12.4,1,1.0
82,8,14.0,1,0.84
83,1,7.8,2,0.71
83,2,19.4,3,0.81
83,3,28.5,0,0.91
83,4,21.3,0,0.91
83,5,11.0,0,1.0
83,6,21.7,2,1.0
83,7,7.0,3,0.71
83,8,18.7,4,0.91
83,9,11.5,5,0.81
84,1,13.5,4,0.98
84,2,33.9,1,0.78
84,3,6.1,1,0.88
84,4,8.7,4,0.88
84,5,13.6,0,0.88
84,6,39.9,3,0.98
84,7,10.0,6,0.68
84,8,20.2,5,0.88
84,9,15.2,1,0.68
84,10,29.3,6,0.68
84,11,17.5,6,0.98
84,12,35.5,4,0.98
84,13,27.0,3,1.0
84,14,18.5,2,0.68
84,15,23.7,6,0.78
84,16,19.6,3,0.68
84,17,11.3,0,0.78
85,1,9.6,0,1.0
85,2,30.2,4,0.95
85,3,5.4,5,0.65
85,4,17.1,2,1.0
85,5,16.9,6,0.75
85,6,8.7,5,0.75
85,7,11.4,6,0.75
85,8,14.9,4,0.75
85,9,17.3,6,0.85
85,10,13.6,4,1.0
86,1,32.0,0,0.62
86,2,4.7,2,0.62
86,3,23.2,4,0.92
86,4,21.4,6,0.62
86,5,32.3,7,0.62
86,6,17.3,3,0.82
86,7,10.4,5,0.82
86,8,21.8,0,0.92
86,9,29.5,0,0.92
86,10,24.3,2,0.82
86,11,12.2,3,0.62
86,12,31.2,3,0.82
86,13,8.4,1,0.82
86,14,28.7,0,0.92
86,15,8.0,6,0.62
86,16,7.3,6,0.62
86,17,33.0,4,0.72
86,18,10.7,5,0.62
86,19,12.7,3,1.0
87,1,19.4,0,0.89
87,2,11.3,1,0.99
87,3,6.5,5,0.59
87,4,30.8,0,0.59
87,5,10.7,3,0.59
87,6,6.5,2,0.99
87,7,17.4,3,0.79
87,8,39.7,5,0.99
87,9,15.5,7,0.69
87,10,27.4,2,0.99
87,11,8.4,4,0.99
87,12,25.2,1,0.99
87,13,30.4,0,0.59
87,14,18.5,0,0.89
87,15,18.1,5,0.89
87,16,13.6,1,0.79
87,17,29.9,3,0.99
88,1,9.3,5,0.96
88,2,26.4,0,0.56
88,3,26.8,6,0.86
88,4,37.6,0,0.86
88,5,35.9,8,0.66
88,6,39.1,0,0.96
88,7,7.4,3,0.96
89,1,40.6,0,0.93
89,2,37.6,4,0.63
89,3,22.0,1,0.73
89,4,44.7,3,0.53
89,5,23.2,2,0.93
89,6,9.4,8,0.63
89,7,37.3,7,0.53
89,8,32.6,4,0.53
89,9,8.1,0,0.93
89,10,27.1,2,0.53
89,11,27.2,0,0.93
89,12,18.8,3,0.93
89,13,14.0,2,0.83
89,14,34.3,1,0.73
90,1,30.2,4,1.0
90,2,24.9,4,0.8
90,3,27.5,4,1.0
90,4,43.4,5,1.0
90,5,4.4,3,1.0
90,6,17.1,5,1.0
90,7,15.8,1,1.0
90,8,38.6,2,1.0
90,9,17.1,1,0.9
90,10,36.5,0,1.0
91,1,8.2,3,1.0
91,2,13.4,1,0.97
91,3,11.4,4,0.97
91,4,19.7,8,0.87
91,5,11.2,2,1.0
91,6,13.6,4,0.77
92,1,18.9,5,1.0
92,2,23.5,6,1.0
92,3,13.3,4,1.0
92,4,22.1,3,0.74
92,5,24.1,1,0.94
92,6,25.5,2,1.0
92,7,16.4,0,0.94
92,8,28.8,2,1.0
92,9,22.5,6,0.94
92,10,10.1,5,0.84
92,11,17.2,6,0.84
92,12,23.0,1,0.74
92,13,5.6,1,1.0
92,14,16.4,1,1.0
93,1,14.3,1,0.71
93,2,20.0,1,1.0
93,3,31.2,4,0.91
93,4,16.2,3,1.0
93,5,9.2,2,1.0
93,6,7.7,3,1.0
93,7,14.2,1,0.71
93,8,19.0,4,1.0
93,9,14.4,0,1.0
93,10,6.2,6,1.0
93,11,24.4,4,0.91
93,12,19.3,2,1.0
93,13,5.6,3,1.0
93,14,39.3,1,1.0
93,15,23.6,1,0.91
93,16,23.0,0,1.0
93,17,15.3,5,0.91
93,18,27.7,1,1.0
93,19,19.1,2,0.91
94,1,28.6,0,0.88
94,2,19.8,4,0.68
94,3,35.8,1,1.0
94,4,9.9,0,0.88
94,5,9.5,2,0.78
94,6,38.9,5,1.0
94,7,14.4,4,0.68
94,8,9.9,1,0.68
94,9,20.4,5,0.78
95,1,16.1,0,0.95
95,2,8.3,6,0.75
95,3,22.2,4,0.75
95,4,10.3,5,0.95
95,5,24.9,4,0.65
95,6,32.8,1,0.65
95,7,7.3,5,0.85
95,8,6.3,0,0.85
95,9,30.6,0,0.85
95,10,14.5,1,0.95
95,11,14.8,3,0.95
95,12,32.3,2,0.95
95,13,5.9,2,0.75
95,14,17.0,6,0.95
95,15,10.1,6,0.75
95,16,13.3,3,1.0
95,17,14.7,1,0.75
95,18,13.9,7,0.85
95,19,6.5,1,0.65
96,1,23.1,3,0.62
96,2,17.7,4,0.72
96,3,25.6,5,0.82
96,4,8.3,5,0.92
96,5,23.2,3,0.92
96,6,16.2,2,0.62
96,7,6.7,4,0.72
96,8,10.1,1,0.92
96,9,19.3,3,0.62
96,10,7.5,7,0.82
96,11,13.6,7,0.72
96,12,21.0,0,0.92
96,13,21.0,3,1.0
96,14,16.1,2,0.82
96,15,19.6,3,0.82
96,16,13.6,0,0.62
96,17,25.6,2,0.92
96,18,25.3,6,0.82
97,1,14.8,1,0.89
97,2,25.6,6,0.89
97,3,25.6,0,0.99
97,4,5.8,0,0.59
97,5,8.6,7,0.59
97,6,15.2,1,0.79
97,7,22.4,6,0.69
97,8,6.8,0,0.69
97,9,29.2,4,0.79
97,10,21.4,5,0.59
97,11,7.1,2,0.79
97,12,29.0,4,0.79
97,13,13.2,4,0.79
97,14,4.8,5,0.59
97,15,35.9,3,0.79
98,1,6.4,3,0.86
98,2,38.6,3,0.96
98,3,27.7,1,0.86
98,4,12.7,0,0.86
98,5,22.6,2,0.56
98,6,17.2,4,0.66
98,7,9.3,0,0.76
98,8,15.0,5,0.86
98,9,9.8,3,0.86
98,10,17.5,5,0.76
98,11,9.7,0,0.86
98,12,37.1,3,0.76
99,1,13.7,3,0.73
99,2,8.5,0,0.73
99,3,26.2,1,0.63
99,4,14.6,2,0.63
99,5,26.6,1,0.93
99,6,30.5,4,0.63
99,7,16.0,5,0.93
99,8,33.3,6,0.83
99,9,4.2,3,0.73
100,1,17.6,6,1.0
100,2,22.4,6,1.0
100,3,24.9,7,0.8
100,4,15.6,0,1.0
100,5,38.2,6,1.0
